id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_faskes,jumlah_faskes,satuan,tahun
264,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PUSKESMAS,21,UNIT,2019
265,32,JAWA BARAT,3278,KOTA TASIKMALAYA,POSYANDU,0,UNIT,2019
266,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH SAKIT UMUM,3,UNIT,2019
267,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH SAKIT KHUSUS,0,UNIT,2019
268,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH SAKIT BERSALIN,0,UNIT,2019
269,32,JAWA BARAT,3279,KOTA BANJAR,PUSKESMAS,10,UNIT,2019
270,32,JAWA BARAT,3279,KOTA BANJAR,POSYANDU,0,UNIT,2019
271,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUMAH SAKIT UMUM,24,UNIT,2020
272,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUMAH SAKIT KHUSUS,5,UNIT,2020
273,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUMAH SAKIT BERSALIN,0,UNIT,2020
274,32,JAWA BARAT,3201,KABUPATEN BOGOR,PUSKESMAS,101,UNIT,2020
275,32,JAWA BARAT,3201,KABUPATEN BOGOR,POSYANDU,5020,UNIT,2020
276,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUMAH SAKIT UMUM,8,UNIT,2020
277,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUMAH SAKIT KHUSUS,0,UNIT,2020
278,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUMAH SAKIT BERSALIN,0,UNIT,2020
279,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PUSKESMAS,58,UNIT,2020
280,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,POSYANDU,3510,UNIT,2020
281,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUMAH SAKIT UMUM,5,UNIT,2020
282,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUMAH SAKIT KHUSUS,0,UNIT,2020
283,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUMAH SAKIT BERSALIN,0,UNIT,2020
284,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PUSKESMAS,47,UNIT,2020
285,32,JAWA BARAT,3203,KABUPATEN CIANJUR,POSYANDU,2922,UNIT,2020
286,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUMAH SAKIT UMUM,10,UNIT,2020
287,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUMAH SAKIT KHUSUS,0,UNIT,2020
288,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUMAH SAKIT BERSALIN,0,UNIT,2020
289,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PUSKESMAS,62,UNIT,2020
290,32,JAWA BARAT,3204,KABUPATEN BANDUNG,POSYANDU,4308,UNIT,2020
291,32,JAWA BARAT,3205,KABUPATEN GARUT,RUMAH SAKIT UMUM,6,UNIT,2020
292,32,JAWA BARAT,3205,KABUPATEN GARUT,RUMAH SAKIT KHUSUS,0,UNIT,2020
293,32,JAWA BARAT,3205,KABUPATEN GARUT,RUMAH SAKIT BERSALIN,0,UNIT,2020
294,32,JAWA BARAT,3205,KABUPATEN GARUT,PUSKESMAS,67,UNIT,2020
295,32,JAWA BARAT,3205,KABUPATEN GARUT,POSYANDU,4221,UNIT,2020
296,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUMAH SAKIT UMUM,1,UNIT,2020
297,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUMAH SAKIT KHUSUS,1,UNIT,2020
298,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUMAH SAKIT BERSALIN,0,UNIT,2020
299,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PUSKESMAS,40,UNIT,2020
300,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,POSYANDU,2402,UNIT,2020
301,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUMAH SAKIT UMUM,4,UNIT,2020
302,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUMAH SAKIT KHUSUS,1,UNIT,2020
303,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUMAH SAKIT BERSALIN,0,UNIT,2020
304,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PUSKESMAS,37,UNIT,2020
305,32,JAWA BARAT,3207,KABUPATEN CIAMIS,POSYANDU,1604,UNIT,2020
306,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUMAH SAKIT UMUM,11,UNIT,2020
307,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUMAH SAKIT KHUSUS,1,UNIT,2020
308,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUMAH SAKIT BERSALIN,0,UNIT,2020
309,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PUSKESMAS,37,UNIT,2020
310,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,POSYANDU,1429,UNIT,2020
311,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUMAH SAKIT UMUM,9,UNIT,2020
312,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUMAH SAKIT KHUSUS,3,UNIT,2020
313,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUMAH SAKIT BERSALIN,0,UNIT,2020
314,32,JAWA BARAT,3209,KABUPATEN CIREBON,PUSKESMAS,60,UNIT,2020
315,32,JAWA BARAT,3209,KABUPATEN CIREBON,POSYANDU,2660,UNIT,2020
316,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUMAH SAKIT UMUM,2,UNIT,2020
317,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUMAH SAKIT KHUSUS,3,UNIT,2020
318,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUMAH SAKIT BERSALIN,0,UNIT,2020
319,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PUSKESMAS,32,UNIT,2020
320,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,POSYANDU,1489,UNIT,2020
321,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUMAH SAKIT UMUM,3,UNIT,2020
322,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUMAH SAKIT KHUSUS,0,UNIT,2020
323,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUMAH SAKIT BERSALIN,22,UNIT,2020
324,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PUSKESMAS,35,UNIT,2020
325,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,POSYANDU,1683,UNIT,2020
326,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUMAH SAKIT UMUM,10,UNIT,2020
327,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUMAH SAKIT KHUSUS,1,UNIT,2020
328,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUMAH SAKIT BERSALIN,0,UNIT,2020
329,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PUSKESMAS,49,UNIT,2020
330,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,POSYANDU,2340,UNIT,2020
331,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUMAH SAKIT UMUM,7,UNIT,2020
332,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUMAH SAKIT KHUSUS,1,UNIT,2020
333,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUMAH SAKIT BERSALIN,0,UNIT,2020
334,32,JAWA BARAT,3213,KABUPATEN SUBANG,PUSKESMAS,40,UNIT,2020
335,32,JAWA BARAT,3213,KABUPATEN SUBANG,POSYANDU,1908,UNIT,2020
336,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUMAH SAKIT UMUM,9,UNIT,2020
337,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUMAH SAKIT KHUSUS,2,UNIT,2020
338,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUMAH SAKIT BERSALIN,0,UNIT,2020
339,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PUSKESMAS,20,UNIT,2020
340,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,POSYANDU,1032,UNIT,2020
341,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUMAH SAKIT UMUM,21,UNIT,2020
342,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUMAH SAKIT KHUSUS,3,UNIT,2020
343,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUMAH SAKIT BERSALIN,0,UNIT,2020
344,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PUSKESMAS,50,UNIT,2020
345,32,JAWA BARAT,3215,KABUPATEN KARAWANG,POSYANDU,2358,UNIT,2020
346,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUMAH SAKIT UMUM,44,UNIT,2020
347,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUMAH SAKIT KHUSUS,6,UNIT,2020
348,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUMAH SAKIT BERSALIN,0,UNIT,2020
349,32,JAWA BARAT,3216,KABUPATEN BEKASI,PUSKESMAS,44,UNIT,2020
350,32,JAWA BARAT,3216,KABUPATEN BEKASI,POSYANDU,2819,UNIT,2020
351,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUMAH SAKIT UMUM,6,UNIT,2020
352,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUMAH SAKIT KHUSUS,3,UNIT,2020
353,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUMAH SAKIT BERSALIN,0,UNIT,2020
354,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PUSKESMAS,32,UNIT,2020
355,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,POSYANDU,2315,UNIT,2020
356,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUMAH SAKIT UMUM,1,UNIT,2020
357,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUMAH SAKIT KHUSUS,0,UNIT,2020
358,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUMAH SAKIT BERSALIN,0,UNIT,2020
359,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PUSKESMAS,15,UNIT,2020
360,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,POSYANDU,531,UNIT,2020
361,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH SAKIT UMUM,16,UNIT,2020
362,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH SAKIT KHUSUS,5,UNIT,2020
363,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH SAKIT BERSALIN,0,UNIT,2020
364,32,JAWA BARAT,3271,KOTA BOGOR,PUSKESMAS,25,UNIT,2020
365,32,JAWA BARAT,3271,KOTA BOGOR,POSYANDU,980,UNIT,2020
366,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH SAKIT UMUM,6,UNIT,2020
367,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH SAKIT KHUSUS,0,UNIT,2020
368,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH SAKIT BERSALIN,0,UNIT,2020
369,32,JAWA BARAT,3272,KOTA SUKABUMI,PUSKESMAS,15,UNIT,2020
370,32,JAWA BARAT,3272,KOTA SUKABUMI,POSYANDU,456,UNIT,2020
371,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH SAKIT UMUM,21,UNIT,2020
372,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH SAKIT KHUSUS,15,UNIT,2020
373,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH SAKIT BERSALIN,0,UNIT,2020
374,32,JAWA BARAT,3273,KOTA BANDUNG,PUSKESMAS,80,UNIT,2020
375,32,JAWA BARAT,3273,KOTA BANDUNG,POSYANDU,1988,UNIT,2020
376,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH SAKIT UMUM,9,UNIT,2020
377,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH SAKIT KHUSUS,2,UNIT,2020
378,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH SAKIT BERSALIN,0,UNIT,2020
379,32,JAWA BARAT,3274,KOTA CIREBON,PUSKESMAS,22,UNIT,2020
380,32,JAWA BARAT,3274,KOTA CIREBON,POSYANDU,335,UNIT,2020
381,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH SAKIT UMUM,43,UNIT,2020
382,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH SAKIT KHUSUS,3,UNIT,2020
383,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH SAKIT BERSALIN,0,UNIT,2020
384,32,JAWA BARAT,3275,KOTA BEKASI,PUSKESMAS,42,UNIT,2020
385,32,JAWA BARAT,3275,KOTA BEKASI,POSYANDU,1611,UNIT,2020
386,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH SAKIT UMUM,19,UNIT,2020
387,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH SAKIT KHUSUS,5,UNIT,2020
388,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH SAKIT BERSALIN,0,UNIT,2020
389,32,JAWA BARAT,3276,KOTA DEPOK,PUSKESMAS,38,UNIT,2020
390,32,JAWA BARAT,3276,KOTA DEPOK,POSYANDU,1035,UNIT,2020
391,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH SAKIT UMUM,6,UNIT,2020
392,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH SAKIT KHUSUS,1,UNIT,2020
393,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH SAKIT BERSALIN,0,UNIT,2020
394,32,JAWA BARAT,3277,KOTA CIMAHI,PUSKESMAS,13,UNIT,2020
395,32,JAWA BARAT,3277,KOTA CIMAHI,POSYANDU,404,UNIT,2020
396,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUMAH SAKIT UMUM,7,UNIT,2020
397,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUMAH SAKIT KHUSUS,5,UNIT,2020
398,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUMAH SAKIT BERSALIN,0,UNIT,2020
399,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PUSKESMAS,22,UNIT,2020
400,32,JAWA BARAT,3278,KOTA TASIKMALAYA,POSYANDU,884,UNIT,2020
401,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH SAKIT UMUM,3,UNIT,2020
402,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH SAKIT KHUSUS,0,UNIT,2020
403,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH SAKIT BERSALIN,0,UNIT,2020
404,32,JAWA BARAT,3279,KOTA BANJAR,PUSKESMAS,10,UNIT,2020
405,32,JAWA BARAT,3279,KOTA BANJAR,POSYANDU,201,UNIT,2020
406,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUMAH SAKIT UMUM,25,UNIT,2021
407,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUMAH SAKIT KHUSUS,4,UNIT,2021
408,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUMAH SAKIT BERSALIN,0,UNIT,2021
409,32,JAWA BARAT,3201,KABUPATEN BOGOR,PUSKESMAS,101,UNIT,2021
410,32,JAWA BARAT,3201,KABUPATEN BOGOR,POSYANDU,5133,UNIT,2021
411,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUMAH SAKIT UMUM,9,UNIT,2021
412,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUMAH SAKIT KHUSUS,0,UNIT,2021
413,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUMAH SAKIT BERSALIN,0,UNIT,2021
414,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PUSKESMAS,58,UNIT,2021
415,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,POSYANDU,3503,UNIT,2021
416,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUMAH SAKIT UMUM,5,UNIT,2021
417,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUMAH SAKIT KHUSUS,1,UNIT,2021
418,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUMAH SAKIT BERSALIN,0,UNIT,2021
419,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PUSKESMAS,47,UNIT,2021
420,32,JAWA BARAT,3203,KABUPATEN CIANJUR,POSYANDU,2929,UNIT,2021
421,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUMAH SAKIT UMUM,10,UNIT,2021
422,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUMAH SAKIT KHUSUS,0,UNIT,2021
423,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUMAH SAKIT BERSALIN,0,UNIT,2021
424,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PUSKESMAS,62,UNIT,2021
425,32,JAWA BARAT,3204,KABUPATEN BANDUNG,POSYANDU,4308,UNIT,2021
426,32,JAWA BARAT,3205,KABUPATEN GARUT,RUMAH SAKIT UMUM,6,UNIT,2021
427,32,JAWA BARAT,3205,KABUPATEN GARUT,RUMAH SAKIT KHUSUS,0,UNIT,2021
428,32,JAWA BARAT,3205,KABUPATEN GARUT,RUMAH SAKIT BERSALIN,0,UNIT,2021
429,32,JAWA BARAT,3205,KABUPATEN GARUT,PUSKESMAS,67,UNIT,2021
430,32,JAWA BARAT,3205,KABUPATEN GARUT,POSYANDU,4221,UNIT,2021
431,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUMAH SAKIT UMUM,1,UNIT,2021
432,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUMAH SAKIT KHUSUS,1,UNIT,2021
433,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUMAH SAKIT BERSALIN,0,UNIT,2021
434,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PUSKESMAS,40,UNIT,2021
435,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,POSYANDU,2395,UNIT,2021
436,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUMAH SAKIT UMUM,5,UNIT,2021
437,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUMAH SAKIT KHUSUS,1,UNIT,2021
438,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUMAH SAKIT BERSALIN,0,UNIT,2021
439,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PUSKESMAS,37,UNIT,2021
440,32,JAWA BARAT,3207,KABUPATEN CIAMIS,POSYANDU,1608,UNIT,2021
441,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUMAH SAKIT UMUM,11,UNIT,2021
442,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUMAH SAKIT KHUSUS,1,UNIT,2021
443,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUMAH SAKIT BERSALIN,0,UNIT,2021
444,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PUSKESMAS,37,UNIT,2021
445,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,POSYANDU,1136,UNIT,2021
446,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUMAH SAKIT UMUM,10,UNIT,2021
447,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUMAH SAKIT KHUSUS,2,UNIT,2021
448,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUMAH SAKIT BERSALIN,0,UNIT,2021
449,32,JAWA BARAT,3209,KABUPATEN CIREBON,PUSKESMAS,60,UNIT,2021
450,32,JAWA BARAT,3209,KABUPATEN CIREBON,POSYANDU,2670,UNIT,2021
451,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUMAH SAKIT UMUM,3,UNIT,2021
452,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUMAH SAKIT KHUSUS,2,UNIT,2021
453,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUMAH SAKIT BERSALIN,0,UNIT,2021
454,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PUSKESMAS,32,UNIT,2021
455,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,POSYANDU,1422,UNIT,2021
456,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUMAH SAKIT UMUM,3,UNIT,2021
457,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUMAH SAKIT KHUSUS,0,UNIT,2021
458,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUMAH SAKIT BERSALIN,0,UNIT,2021
459,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PUSKESMAS,35,UNIT,2021
460,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,POSYANDU,1698,UNIT,2021
461,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUMAH SAKIT UMUM,9,UNIT,2021
462,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUMAH SAKIT KHUSUS,1,UNIT,2021
463,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUMAH SAKIT BERSALIN,0,UNIT,2021
464,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PUSKESMAS,49,UNIT,2021
465,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,POSYANDU,1985,UNIT,2021
466,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUMAH SAKIT UMUM,8,UNIT,2021
467,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUMAH SAKIT KHUSUS,1,UNIT,2021
468,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUMAH SAKIT BERSALIN,0,UNIT,2021
469,32,JAWA BARAT,3213,KABUPATEN SUBANG,PUSKESMAS,40,UNIT,2021
470,32,JAWA BARAT,3213,KABUPATEN SUBANG,POSYANDU,1907,UNIT,2021
471,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUMAH SAKIT UMUM,10,UNIT,2021
472,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUMAH SAKIT KHUSUS,1,UNIT,2021
473,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUMAH SAKIT BERSALIN,0,UNIT,2021
474,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PUSKESMAS,20,UNIT,2021
475,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,POSYANDU,1043,UNIT,2021
476,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUMAH SAKIT UMUM,22,UNIT,2021
477,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUMAH SAKIT KHUSUS,3,UNIT,2021
478,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUMAH SAKIT BERSALIN,0,UNIT,2021
479,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PUSKESMAS,50,UNIT,2021
480,32,JAWA BARAT,3215,KABUPATEN KARAWANG,POSYANDU,2364,UNIT,2021
481,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUMAH SAKIT UMUM,48,UNIT,2021
482,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUMAH SAKIT KHUSUS,4,UNIT,2021
483,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUMAH SAKIT BERSALIN,0,UNIT,2021
484,32,JAWA BARAT,3216,KABUPATEN BEKASI,PUSKESMAS,44,UNIT,2021
485,32,JAWA BARAT,3216,KABUPATEN BEKASI,POSYANDU,2864,UNIT,2021
486,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUMAH SAKIT UMUM,6,UNIT,2021
487,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUMAH SAKIT KHUSUS,3,UNIT,2021
488,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUMAH SAKIT BERSALIN,0,UNIT,2021
489,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PUSKESMAS,32,UNIT,2021
490,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,POSYANDU,2359,UNIT,2021
491,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUMAH SAKIT UMUM,1,UNIT,2021
492,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUMAH SAKIT KHUSUS,0,UNIT,2021
493,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUMAH SAKIT BERSALIN,0,UNIT,2021
494,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PUSKESMAS,15,UNIT,2021
495,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,POSYANDU,531,UNIT,2021
496,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH SAKIT UMUM,17,UNIT,2021
497,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH SAKIT KHUSUS,5,UNIT,2021
498,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH SAKIT BERSALIN,0,UNIT,2021
499,32,JAWA BARAT,3271,KOTA BOGOR,PUSKESMAS,25,UNIT,2021
500,32,JAWA BARAT,3271,KOTA BOGOR,POSYANDU,980,UNIT,2021
501,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH SAKIT UMUM,6,UNIT,2021
502,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH SAKIT KHUSUS,0,UNIT,2021
503,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH SAKIT BERSALIN,0,UNIT,2021
504,32,JAWA BARAT,3272,KOTA SUKABUMI,PUSKESMAS,15,UNIT,2021
505,32,JAWA BARAT,3272,KOTA SUKABUMI,POSYANDU,456,UNIT,2021
506,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH SAKIT UMUM,22,UNIT,2021
507,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH SAKIT KHUSUS,15,UNIT,2021
508,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH SAKIT BERSALIN,0,UNIT,2021
509,32,JAWA BARAT,3273,KOTA BANDUNG,PUSKESMAS,80,UNIT,2021
510,32,JAWA BARAT,3273,KOTA BANDUNG,POSYANDU,1995,UNIT,2021
511,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH SAKIT UMUM,9,UNIT,2021
512,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH SAKIT KHUSUS,1,UNIT,2021
513,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH SAKIT BERSALIN,0,UNIT,2021
514,32,JAWA BARAT,3274,KOTA CIREBON,PUSKESMAS,22,UNIT,2021
515,32,JAWA BARAT,3274,KOTA CIREBON,POSYANDU,314,UNIT,2021
516,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH SAKIT UMUM,44,UNIT,2021
517,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH SAKIT KHUSUS,3,UNIT,2021
518,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH SAKIT BERSALIN,0,UNIT,2021
519,32,JAWA BARAT,3275,KOTA BEKASI,PUSKESMAS,47,UNIT,2021
520,32,JAWA BARAT,3275,KOTA BEKASI,POSYANDU,1612,UNIT,2021
521,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH SAKIT UMUM,20,UNIT,2021
522,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH SAKIT KHUSUS,4,UNIT,2021
523,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH SAKIT BERSALIN,0,UNIT,2021
524,32,JAWA BARAT,3276,KOTA DEPOK,PUSKESMAS,38,UNIT,2021
525,32,JAWA BARAT,3276,KOTA DEPOK,POSYANDU,1039,UNIT,2021
526,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH SAKIT UMUM,7,UNIT,2021
527,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH SAKIT KHUSUS,1,UNIT,2021
528,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH SAKIT BERSALIN,0,UNIT,2021
